-99,-97,-81,1,0,0,0,0,0,0,0,0,0
-89,-89,-78,1,0,0,0,0,0,0,0,0,0
-93,-95,-80,1,0,0,0,0,0,0,0,0,0
-97,-98,-80,1,0,0,0,0,0,0,0,0,0
-92,-93,-80,1,0,0,0,0,0,0,0,0,0
-94,-94,-80,1,0,0,0,0,0,0,0,0,0
-92,-93,-79,1,0,0,0,0,0,0,0,0,0
-99,-97,-80,1,0,0,0,0,0,0,0,0,0
-98,-99,-80,1,0,0,0,0,0,0,0,0,0
-98,-98,-79,1,0,0,0,0,0,0,0,0,0
-91,-92,-80,1,0,0,0,0,0,0,0,0,0
-99,-97,-80,1,0,0,0,0,0,0,0,0,0
-92,-91,-80,1,0,0,0,0,0,0,0,0,0
-100,-97,-80,1,0,0,0,0,0,0,0,0,0
-100,-96,-80,1,0,0,0,0,0,0,0,0,0
-92,-93,-80,1,0,0,0,0,0,0,0,0,0
-92,-91,-80,1,0,0,0,0,0,0,0,0,0
-101,-98,-80,1,0,0,0,0,0,0,0,0,0
-99,-96,-80,1,0,0,0,0,0,0,0,0,0
-91,-92,-80,1,0,0,0,0,0,0,0,0,0
-99,-97,-80,1,0,0,0,0,0,0,0,0,0
-92,-93,-80,1,0,0,0,0,0,0,0,0,0
-93,-94,-80,1,0,0,0,0,0,0,0,0,0
-99,-95,-80,1,0,0,0,0,0,0,0,0,0
-92,-92,-80,1,0,0,0,0,0,0,0,0,0
-98,-96,-80,1,0,0,0,0,0,0,0,0,0
-94,-94,-80,1,0,0,0,0,0,0,0,0,0
-92,-93,-80,1,0,0,0,0,0,0,0,0,0
-100,-98,-80,1,0,0,0,0,0,0,0,0,0
-92,-93,-80,1,0,0,0,0,0,0,0,0,0
-99,-97,-80,1,0,0,0,0,0,0,0,0,0
-97,-98,-80,1,0,0,0,0,0,0,0,0,0
-91,-93,-80,1,0,0,0,0,0,0,0,0,0
-92,-93,-80,1,0,0,0,0,0,0,0,0,0
-91,-92,-80,1,0,0,0,0,0,0,0,0,0
-99,-98,-81,1,0,0,0,0,0,0,0,0,0
-100,-99,-79,1,0,0,0,0,0,0,0,0,0
-97,-97,-80,1,0,0,0,0,0,0,0,0,0
-97,-98,-80,1,0,0,0,0,0,0,0,0,0
-93,-93,-80,1,0,0,0,0,0,0,0,0,0
