-92,-95,-89,1,0,0,0,0,0,0,0,0,0
-90,-89,-87,1,0,0,0,0,0,0,0,0,0
-89,-88,-92,1,0,0,0,0,0,0,0,0,0
-89,-87,-91,1,0,0,0,0,0,0,0,0,0
-90,-89,-91,1,0,0,0,0,0,0,0,0,0
-89,-88,-92,1,0,0,0,0,0,0,0,0,0
-91,-92,-89,1,0,0,0,0,0,0,0,0,0
-88,-88,-90,1,0,0,0,0,0,0,0,0,0
-90,-88,-91,1,0,0,0,0,0,0,0,0,0
-88,-86,-89,1,0,0,0,0,0,0,0,0,0
-90,-95,-91,1,0,0,0,0,0,0,0,0,0
-89,-86,-95,1,0,0,0,0,0,0,0,0,0
-91,-92,-89,1,0,0,0,0,0,0,0,0,0
-89,-85,-92,1,0,0,0,0,0,0,0,0,0
-91,-91,-89,1,0,0,0,0,0,0,0,0,0
-94,-95,-94,1,0,0,0,0,0,0,0,0,0
-90,-90,-92,1,0,0,0,0,0,0,0,0,0
-90,-88,-91,1,0,0,0,0,0,0,0,0,0
-91,-85,-95,1,0,0,0,0,0,0,0,0,0
-89,-88,-91,1,0,0,0,0,0,0,0,0,0
-89,-91,-94,1,0,0,0,0,0,0,0,0,0
-94,-92,-91,1,0,0,0,0,0,0,0,0,0
-92,-92,-91,1,0,0,0,0,0,0,0,0,0
-88,-86,-89,1,0,0,0,0,0,0,0,0,0
-88,-88,-91,1,0,0,0,0,0,0,0,0,0
-92,-85,-91,1,0,0,0,0,0,0,0,0,0
-90,-95,-88,1,0,0,0,0,0,0,0,0,0
-89,-86,-93,1,0,0,0,0,0,0,0,0,0
-93,-89,-95,1,0,0,0,0,0,0,0,0,0
-91,-89,-90,1,0,0,0,0,0,0,0,0,0
-90,-85,-93,1,0,0,0,0,0,0,0,0,0
-90,-85,-92,1,0,0,0,0,0,0,0,0,0
-92,-92,-88,1,0,0,0,0,0,0,0,0,0
-93,-87,-95,1,0,0,0,0,0,0,0,0,0
-89,-87,-91,1,0,0,0,0,0,0,0,0,0
-90,-89,-92,1,0,0,0,0,0,0,0,0,0
-90,-89,-90,1,0,0,0,0,0,0,0,0,0
-89,-85,-93,1,0,0,0,0,0,0,0,0,0
-89,-87,-91,1,0,0,0,0,0,0,0,0,0
-90,-88,-91,1,0,0,0,0,0,0,0,0,0
-90,-89,-93,1,0,0,0,0,0,0,0,0,0
-89,-86,-93,1,0,0,0,0,0,0,0,0,0
-90,-91,-92,1,0,0,0,0,0,0,0,0,0
-88,-89,-91,1,0,0,0,0,0,0,0,0,0
-94,-92,-91,1,0,0,0,0,0,0,0,0,0
-89,-92,-94,1,0,0,0,0,0,0,0,0,0
-88,-95,-92,1,0,0,0,0,0,0,0,0,0
-89,-88,-95,1,0,0,0,0,0,0,0,0,0
-91,-87,-91,1,0,0,0,0,0,0,0,0,0
-93,-90,-91,1,0,0,0,0,0,0,0,0,0
-90,-91,-90,1,0,0,0,0,0,0,0,0,0
-88,-86,-90,1,0,0,0,0,0,0,0,0,0
-89,-91,-91,1,0,0,0,0,0,0,0,0,0
-89,-95,-89,1,0,0,0,0,0,0,0,0,0
-90,-88,-91,1,0,0,0,0,0,0,0,0,0
-89,-88,-91,1,0,0,0,0,0,0,0,0,0
-89,-86,-95,1,0,0,0,0,0,0,0,0,0
-90,-95,-91,1,0,0,0,0,0,0,0,0,0
-89,-85,-88,1,0,0,0,0,0,0,0,0,0
-89,-85,-91,1,0,0,0,0,0,0,0,0,0
-88,-89,-93,1,0,0,0,0,0,0,0,0,0
-91,-87,-92,1,0,0,0,0,0,0,0,0,0
-88,-85,-94,1,0,0,0,0,0,0,0,0,0
-91,-88,-95,1,0,0,0,0,0,0,0,0,0
-91,-94,-91,1,0,0,0,0,0,0,0,0,0
-91,-90,-95,1,0,0,0,0,0,0,0,0,0
-90,-93,-88,1,0,0,0,0,0,0,0,0,0
-89,-85,-92,1,0,0,0,0,0,0,0,0,0
-91,-88,-91,1,0,0,0,0,0,0,0,0,0
-90,-92,-91,1,0,0,0,0,0,0,0,0,0
-88,-85,-91,1,0,0,0,0,0,0,0,0,0
-89,-88,-89,1,0,0,0,0,0,0,0,0,0
-91,-90,-92,1,0,0,0,0,0,0,0,0,0
-90,-88,-90,1,0,0,0,0,0,0,0,0,0
-91,-87,-95,1,0,0,0,0,0,0,0,0,0
-94,-89,-93,1,0,0,0,0,0,0,0,0,0
-91,-89,-93,1,0,0,0,0,0,0,0,0,0
-89,-86,-89,1,0,0,0,0,0,0,0,0,0
-89,-88,-93,1,0,0,0,0,0,0,0,0,0
-89,-86,-91,1,0,0,0,0,0,0,0,0,0
-92,-88,-95,1,0,0,0,0,0,0,0,0,0
-89,-87,-95,1,0,0,0,0,0,0,0,0,0
-90,-90,-92,1,0,0,0,0,0,0,0,0,0
-93,-88,-91,1,0,0,0,0,0,0,0,0,0
-90,-93,-91,1,0,0,0,0,0,0,0,0,0
-88,-88,-91,1,0,0,0,0,0,0,0,0,0
-89,-89,-90,1,0,0,0,0,0,0,0,0,0
-89,-85,-91,1,0,0,0,0,0,0,0,0,0
-94,-89,-92,1,0,0,0,0,0,0,0,0,0
-91,-92,-88,1,0,0,0,0,0,0,0,0,0
-91,-88,-93,1,0,0,0,0,0,0,0,0,0
-88,-89,-92,1,0,0,0,0,0,0,0,0,0
-88,-95,-92,1,0,0,0,0,0,0,0,0,0
-91,-95,-91,1,0,0,0,0,0,0,0,0,0
-91,-93,-93,1,0,0,0,0,0,0,0,0,0
-94,-89,-91,1,0,0,0,0,0,0,0,0,0
-91,-89,-95,1,0,0,0,0,0,0,0,0,0
-91,-92,-94,1,0,0,0,0,0,0,0,0,0
-91,-87,-95,1,0,0,0,0,0,0,0,0,0
-88,-90,-91,1,0,0,0,0,0,0,0,0,0
-93,-88,-89,1,0,0,0,0,0,0,0,0,0
-93,-88,-95,1,0,0,0,0,0,0,0,0,0
-89,-87,-87,1,0,0,0,0,0,0,0,0,0
-91,-88,-90,1,0,0,0,0,0,0,0,0,0
-92,-88,-95,1,0,0,0,0,0,0,0,0,0
-94,-95,-89,1,0,0,0,0,0,0,0,0,0
-88,-90,-91,1,0,0,0,0,0,0,0,0,0
-90,-95,-92,1,0,0,0,0,0,0,0,0,0
-88,-88,-89,1,0,0,0,0,0,0,0,0,0
-89,-88,-91,1,0,0,0,0,0,0,0,0,0
-90,-93,-92,1,0,0,0,0,0,0,0,0,0
-89,-93,-90,1,0,0,0,0,0,0,0,0,0
-93,-93,-92,1,0,0,0,0,0,0,0,0,0
-90,-92,-90,1,0,0,0,0,0,0,0,0,0
-92,-88,-94,1,0,0,0,0,0,0,0,0,0
-88,-85,-89,1,0,0,0,0,0,0,0,0,0
-88,-85,-94,1,0,0,0,0,0,0,0,0,0
-90,-91,-91,1,0,0,0,0,0,0,0,0,0
-88,-85,-92,1,0,0,0,0,0,0,0,0,0
-88,-86,-91,1,0,0,0,0,0,0,0,0,0
-90,-94,-91,1,0,0,0,0,0,0,0,0,0
-91,-91,-92,1,0,0,0,0,0,0,0,0,0
-88,-91,-94,1,0,0,0,0,0,0,0,0,0
-88,-93,-91,1,0,0,0,0,0,0,0,0,0
-89,-88,-89,1,0,0,0,0,0,0,0,0,0
-90,-93,-93,1,0,0,0,0,0,0,0,0,0
-89,-88,-89,1,0,0,0,0,0,0,0,0,0
-88,-88,-92,1,0,0,0,0,0,0,0,0,0
-90,-88,-91,1,0,0,0,0,0,0,0,0,0
-90,-88,-95,1,0,0,0,0,0,0,0,0,0
-89,-85,-90,1,0,0,0,0,0,0,0,0,0
-89,-85,-88,1,0,0,0,0,0,0,0,0,0
-94,-92,-92,1,0,0,0,0,0,0,0,0,0
-91,-88,-91,1,0,0,0,0,0,0,0,0,0
-90,-92,-95,1,0,0,0,0,0,0,0,0,0
-91,-95,-91,1,0,0,0,0,0,0,0,0,0
-93,-90,-92,1,0,0,0,0,0,0,0,0,0
-93,-87,-90,1,0,0,0,0,0,0,0,0,0
-92,-92,-89,1,0,0,0,0,0,0,0,0,0
-92,-88,-89,1,0,0,0,0,0,0,0,0,0
-89,-85,-94,1,0,0,0,0,0,0,0,0,0
-89,-91,-91,1,0,0,0,0,0,0,0,0,0
-89,-88,-92,1,0,0,0,0,0,0,0,0,0
-89,-89,-93,1,0,0,0,0,0,0,0,0,0
-90,-90,-92,1,0,0,0,0,0,0,0,0,0
-88,-88,-89,1,0,0,0,0,0,0,0,0,0
